"ID","Bezeichnung","Beschreibung","URL","NetzwerkeServices","DigitaleAnwendungen","Empfehlungen","RechercheRessourcen","KulturSammlungsgutKolonialeKontexte","NsverfolgungsbedingtEntzogenesKulturgut","KulturgutentziehungenSBZDDR","KriegsbedingtVerlagertesKulturgut","HumanRemains","SecretSacredObjects","NaturkundeNaturwissenschaft"
"M6K4JV","Perthes Digital: GlobMapLaboratory","Perthes.Digital ging aus dem Prototyp des Virtuellen Kartenlabors „GlobMapLab“ hervor. Das GlobMapLab wurde im Rahmen des von 2012 bis 2015 vom Freistaat Thüringen geförderten Projektes „Globalisierung und lokales Wissen. Sammlungsbezogene Forschungen zum Verlag Justus Perthes“ der Universität Erfurt entwickelt. Idee des Projektes war, ausgewählte digitalisierte Bestände der Sammlung Perthes zu präsentieren sowie Forscher:innen Recherchemöglichkeiten und eine Plattform netzbasierten Arbeitens zur Verfügung zu stellen. Das GlobMapLab bildet damit den spezifischen Charakter der Sammlung Perthes als einzigartiges Kartenproduktionsarchiv der neuzeitlichen Kartographie ab. Die mit ihren Kontextmaterialien in Beziehung gesetzten Karten werden als Zusammenhangsmaterial verstanden, das die Geschichte aller raumzentrierten und kartenbasierten Fachwissenschaften seit dem 19. Jahrhundert erhellt. Das GlobMapLab wurde 2017 in die von der ThULB Jena gehostete Digitale Historische Bibliothek Erfurt/Gotha integriert und als „Perthes.Digital“ weiterentwickelt, u.a. mit einem Kartentool.","https://gotha.digital/projekte/projekte-detail/content/139/2?cHash=52fc4523274c6c68fcc3ce4a353dd76c",,,,"x","x",,,,,,
"SLW2WW","Leibniz-Institut für Bildungsmedien | Georg-Eckert-Institut (GEI)","Die Forschungsbibliothek des Leibniz-Instituts für Bildungsmedien | Georg-Eckert-Institut bietet Zugang zu einer internationalen Sammlung von Bildungsmedien in Form von Schulbüchern, Lehrplänen und schulischen digitalen Bildungsmedien der Fächer Geschichte, Geographie, Sozialkunde/Politik, Werteerziehung/Religion sowie deutschsprachigen Lesebüchern und internationalen Fibeln. Viele der Schulbücher und Lehrpläne können online als Volltexte genutzt werden. Auch einen umfangreichen Bestand an wissenschaftlicher Literatur einschließlich E-Books mit Schwerpunkt Bildungsmedienforschung und -analyse stellt die Forschungsbibliothek zur Verfügung.","https://www.gei.de/institut/forschungsbibliothek","x",,,"x","x","x","x",,,"x","x"
"ZWPMUH","Qalamos","Qalamos bietet einen direkten Zugang zu Metadaten und Digitalisaten von Handschriften asiatischer und afrikanischer Schrifttraditionen in Deutschland sowie zahlreicher internationaler Partner. Buchkunst – figürlich oder ornamental – ist integraler Teil dieser Traditionen, insbesondere in Handschriften und Alben aus dem christlichen Orient, Judentum, Indien und der islamischen Welt. Aktuell werden über 147.000 Datensätze zu Werken in mehr als 170 Sprachen und nahezu 90 Schriften präsentiert. ","https://www.qalamos.net/content/index.xed",,,,"x","x",,,,,,
"NF5V4K","Ethnografische Museen oder Einrichtungen mit bedeutenden ethnografischen Sammlungen","Diese Liste der Museen für Völkerkunde enthält Völkerkundemuseen (Ethnologie), teils auch unter der Bezeichnung Ethnographisches Museum oder Museum für Anthropologie (Wissenschaft vom Menschen). Sie alle zeigen Sammlungen von Artefakten und Ethnographien (Völkerbeschreibungen) verschiedener Ethnien und indigener Völker und ihrer Kulturen.","https://de.wikipedia.org/wiki/Liste_von_Museen_f%C3%BCr_V%C3%B6lkerkunde ",,,,"x","x",,,,"x","x",
"BFJE57","Naturkundliche Museen","Aufgeführt werden in dieser Liste auf Wikipedia Naturkundemuseen (oder Museen für Naturgeschichte), die über Spezialsammlungen hinausgehen.","https://de.wikipedia.org/wiki/Liste_naturhistorischer_Museen",,,,"x","x",,,,,,"x"
"V4YD0J","Digital Pasifik","Diese Website ist ein Teil des Projekts „Pacific Virtual Museum“, das vom australischen Ministerium für auswärtige Angelegenheiten und Handel (DFAT) finanziert und von der neuseeländischen Nationalbibliothek Te Puna Mātauranga in Zusammenarbeit mit der australischen Nationalbibliothek umgesetzt wird. Ziel ist es, den Menschen auf den pazifischen Inseln und in ihrem Umfeld die Möglichkeit zu geben, digitalisierte Kulturgüter, die sich in Sammlungen auf der ganzen Welt befinden, zu sehen, zu entdecken und zu erforschen.","https://digitalpasifik.org",,,,"x","x",,,,,"x",
"GUD81T","Reciprocal Research Network","Das RRN ist ein Online-Tool zur Erleichterung der gemeinschaftlichen Forschung über das kulturelle Erbe der Nordwestküste von Britisch-Kolumbien. Das RRN ermöglicht es Gemeinden, Kultureinrichtungen und Forschenden zusammenzuarbeiten. ","https://www.rrncommunity.org","x",,,"x","x",,,,,"x",
"RC1TPD","Online Collection der Staatlichen Kunstsammlungen Dresden","Die Staatlichen Kunstsammlungen Dresden haben über 1 Million Objekte, davon befinden sich in der Online Collection 402.866. Nicht nur Kunstobjekte sind in der Datenbank zu finden. Auch die Staatlichen Ethnographischen Sammlungen Sachsen (SES) veröffentlichen Objektinformationen über die Online-Sammlung.","https://skd-online-collection.skd.museum",,,,"x","x","x","x",,,"x",
"N7D6CM","Städtische Museen Freiburg","Mit ihrer Online-Sammlung schaffen die Städtischen Museen Freiburg einen offenen Zugang zu den Sammlungsbeständen, die mit ca. 800 Highlights präsentiert werden. Die Zahl der Objekte und verfügbaren Informationen wächst ständig. Die Online-Sammlung ist eine umfangreiche Informationsquelle zu kunst- und kulturgeschichtlichen, ethnologischen und naturkundlichen Objekten. ","https://onlinesammlung.freiburg.de/?term=",,,,"x","x","x",,,,,"x"
"WPCMWV","Linden-Museum Stuttgart ""Sammlung digital""","Die „Sammlung digital“ vom Linden-Museum Stuttgart bietet einen offenen virtuellen Zugang zu seinen Museumsbeständen. Sie präsentiert detaillierte Informationen, Geschichten und Hintergründe zu Objekten und Kulturen aus aller Welt und macht Methoden und Ergebnisse der Provenienzforschung sichtbar. ","https://sammlung-digital.lindenmuseum.de/de",,,,"x","x",,,,,"x",
"DZRME1","Weltmuseum Wien Online Sammlung","In der Online Sammlung des Weltmuseums Wien sind etwa 29.000 Objekte durchsuchbar.","https://www.weltmuseumwien.at/onlinesammlung/",,,,"x","x",,,,"x","x",
"ILBUPS","DITSL Witzenhausen Inventare Online","Einzusehen sind das Zugangsbuch der ehemaligen Deutschen Kolonialschule (ca. 1910) des Museums DITSL Witzenhausen, eine Inventarliste ab 1976 erstellt im Rahmen der Re-Inventarisierung der Sammlung durch Hanns Bagdahn und Walter Breipohl, eine Inventarliste mit Stand 1982 gegliedert nach Ausstellungsräumen und eine Inventarliste mit Stand 2020.","https://www.ditsl.org/de/kultur-kunst/inventar-online",,,,"x","x",,,,,"x",
"V0U46A","Ethnologische Sammlung der Universität Göttingen","Die Ethnologische Sammlung der Universität Göttingen ist eine der bedeutendsten Lehr- und Forschungssammlungen im deutschsprachigen Raum. Ihre Anfänge reichen bis in die Zeit der Aufklärung zurück. In Forschungsprojekten werden die hier bewahrten Gegenstände unter vielfältigen Fragestellungen erschlossen. Unter anderem sind digitalisierte Bestnadskataloge einsehbar.","https://www.uni-goettingen.de/de/stellungnahmen+%25E2%2580%2593+transparenz/617641.html","x",,,"x","x",,,,,"x",
"VEWMPQ","Erwerbungsbücher des Ethnologischen Museums Berlin","Alle heute im Ethnologischen Museum in Berlin befindlichen Sammlungsverzeichnisse, Akten sowie der ihnen zugehörigen Findmittel mit einer Laufzeit von 1830 bis 1947 wurden digitalisiert und online zugänglich gemacht. Ein Findbuch ermöglicht einen zentralen Einstieg in den digitalisierten Bestand. Zusätzlich können die digitalisierten Dokumente und ihre zugehörigen Erschließungsdaten über die Onlinedatenbank der Staatlichen Museen zu Berlin abgerufen werden.","https://www.smb.museum/museen-einrichtungen/ethnologisches-museum/sammeln-forschen/erwerbungsbuecher/",,,,"x","x",,,,"x","x",
"TGKUGW","Sammlungsverzeichnisse des Übersee-Museums Bremen","In den Vorläuferinstitutionen und auch in den Anfangsjahren des heutigen Übersee-Museums gab es viele Ordnungsversuche. Es finden sich Karteikarten, Papierlisten und Bücher. Einige verwalten vorwiegend die Daten der Sammlungseingänge, andere beziehen sich auf die einzelnen Objekte. Erst in den 1930er-Jahren wurden die Inventarbücher angelegt, mit denen bis heute gearbeitet wird. Sämtliche Objekte der Sammlung wurden aufgelistet und Informationen zusammengeführt und als Quelle zur Verfügung zu stellen.","https://www.uebersee-museum.de/ueber-uns/das-museum/sammlung/sammlungsverzeichnisse/",,,,"x","x",,,,"x","x",
"QDSZAZ","Staatliche Ethnographische Sammlungen - Digitale Dokumentation","Auf dieser Webseite finden sich digitalisierte Dokumente der musealen Sammlungsdokumentation der drei Völkerkundemuseen in Leipzig, Dresden und Herrnhut. Darunter befinden sich Kataloge, Erwerbsakten und Briefwechsel, die sich nach Dokumentenart, Kontext, Sammlungsbereich filtern oder über eine Freitexteingabe in die obige Suchzeile durchsuchen lassen.","https://ses-documentation.skd.museum/main/thumbnailview",,,,"x","x",,,,"x","x",
"H1OJVU","Digitalisierte Inventarbücher des Rautenstrauch-Joest-Museums","Das Rautenstrauch-Joest-Museums stellt die digitalisierten Inventar-Hauptbücher bis etwa 1960 zur Verfügung. ","https://rautenstrauch-joest-museum.de/Sammlung1",,,,"x","x",,,,"x","x",
"NERQBV","International Inventories Programme (IIP)","Ziel der Plattform International Inventories Programme (IIP) ist es, kenianische Kulturgüter, die sich in Museen weltweit befinden, zu dokumentieren und zu erforschen.","https://www.inventoriesprogramme.org",,,,"x","x",,,,,"x",
"L2C65C","Recollecting Rapa Nui","Das Projekt Recollecting Rapa Nui konzentriert sich auf Bestände von Rapa Nui (Osterinseln) und versucht diese in seiner Online-Galerie digital zusammenzuführen.","https://www.indigen.eu/gallery",,,,"x","x",,,,,"x",
"EVHJ63","Historischer Thesaurus (HIT)","Der „Historische Thesaurus“ (HIT) ist ein neuer, im Aufbau befindlicher Information-Retrieval-Thesaurus für die historisch arbeitenden Geistes- und Kulturwissenschaften. Als komplexes kontrolliertes Vokabular verwaltet er normierte Sachbegriffe für den Einsatz in historischen Sammlungen oder der historischen Forschung.","https://historischer-thesaurus.de ",,"x",,,"x","x","x","x",,,
"KMIIUX","RETOUR. Freier Blog für Provenienzforschung","Der Blog RETOUR steht allen mit dem Thema Provenienzforschung befassten Menschen offen. Auf den Seiten werden Informationen angeboten, Forschungsergebnisse präsentiert und will allgemein zur besseren Vernetzung von Forschenden beitragen. Neben Beiträgen gibt es eine umfangreiche Unterseite zu Ressourcen für Provenienzforschung.","https://retour.hypotheses.org/ressourcen","x",,,"x",,"x","x",,,,
"WIZJJJ","Open Refine","OpenRefine ist ein leistungsstarkes, kostenloses Open-Source-Tool für die Arbeit mit unübersichtlichen Daten: Bereinigung, Umwandlung von einem Format in ein anderes und Erweiterung um Webdienste und externe Daten.","https://openrefine.org",,"x",,,"x","x","x","x","x","x","x"
"P81F6G","Transkribus","Transkribus ist eine Plattform für die Digitalisierung, KI-gestützte Texterkennung, Transkription und Suche historischer Dokumente. Mit Hilfe unterschiedlicher Large Language Models ist es möglich größere Mengen an handschrfitlichen Texten zu transkribieren und zu organisieren. Das Angebot ist nach einer kostenfreien Testphase kostenpflichtig.","https://www.transkribus.org/",,"x",,,"x","x","x","x","x","x","x"
"MIISVM","tranScriptorium","Modelle für maschinelles Lernen zur Transkription und Indexierung handschriftlicher Dokumente. Dokumentlayoutanalyse, Ground-Truth-Generierung, Vollständige Transkription, Bereitstellung der Indexdateien für eigenen Gebrauch, Bereitstellung einer umfassenden Indexierungs- und Suchlösung, Big-Data-Analyse.","https://www.transkriptorium.com/",,"x",,,"x","x","x","x","x","x","x"
"PAL6KH","Provenance Evidence Terms ","Ein Thesaurus zur Katalogisierung seltener Bücher und Sondersammlungen.","https://rbms.info/vocabularies/provenance/alphabetical_list.htm",,"x",,,"x","x","x","x",,"x","x"
"TVZUXD","NFDI4Culture Ontology (CTO) ","CTO ist ein domänenspezifische Ontologie, die im Rahmen der Task Area 5 der NFDI4Culture-Initiative entwickelt wurde.","https://nfdi.fiz-karlsruhe.de/4culture/",,"x",,,"x","x","x","x","x","x","x"
"DLCN7T","Art & Architecture Thesaurus ® (AAT) ","Der Art & Architecture Thesaurus ® (AAT) ist eine strukturierte Ressource vom Getty Research Institute, das zur Verbesserung des Zugangs zu Informationen über Kunst, Architektur und andere materielle Kultur genutzt werden kannn. Die Getty Vocabularies sind keine einfachen „Wertvokabulare“, sondern Wissensdatenbanken. Durch reichhaltige Metadaten und Links bieten die Getty Vocabularies leistungsstarke Kanäle für die Schaffung von Wissen, komplexe Forschung und Entdeckung für die digitale Kunstgeschichte und verwandte Disziplinen.","https://www.getty.edu/research/tools/vocabularies/aat/","x","x",,,"x","x","x","x","x","x","x"
"ZA8Z94","Handreichung für ein FAIRes Management kulturwissenschaftlicher Forschungsdaten (2023)","Diese Handreichung wendet sich insbesondere an die vom Konsortium NFDI4Culture angesprochenen Fachgemeinschaften, aber auch weit darüber hinaus. Die Leserschaft im Umfeld des Konsortiums sollte fachliche Kenntnisse in den Architektur-, Kunst-, Musik-, Theater-, Tanz-, Film- oder Medienwissenschaften und berufliche Erfahrungen im Bereich digitale Strategien oder Datenmanagement mitbringen. Mitarbeiter:innen in den Projekten, Forschungs- und Kulturerbe-Einrichtungen, die Daten produzieren und verwalten, erfahren nun hier, wie sie diese Forschungs- und Sammlungsdaten bestmöglich nachnutzbar machen können.
Zitiervorschlag: Kailus, A. (2023). Handreichung für ein FAIRes Management kulturwissenschaftlicher Forschungsdaten (M. Albrecht-Hohmaier, C. Eggersglüß, & F. Podschwadek, Hrsg.; Version 1.0.1). Zenodo. https://doi.org/10.5281/ZENODO.7716941","https://docs.nfdi4culture.de/ta2-fair-handreichung",,,"x",,"x","x","x","x","x","x","x"
"II9Z6B","Mosse Art Research Initiative (MARI) ","Ziel von MARI, einem Forschungsvorhaben der Mosse-Erbengemeinschaft und der Freien Universität Berlin, ist es, die Kunstsammlung von Rudolf Mosse (1843-1920) nachzuvollziehen und zu erforschen. Mosse war ein jüdischer Verleger und Kunstsammler, dessen Werke von den Nationalsozialisten entzogen wurden. Die Ergebnisse der Recherchen, u.a. zu den Kunstwerken, werden auf dem Portal präsentiert.","https://www.mari-portal.de",,,,"x",,"x",,,,,
"G5R4TQ","Digital Benin ","Die Plattform ""Digital Benin"" vereint alle Objekteinträge von allen Artefakten, die Ende des 19. Jahrhunderts aus dem Königreich Benin geplündert wurden und die sich heute in verschiedenen Sammlungen weltweit befinden. HInzukommen historische Fotografien und andere Dokumente zu den insgesamt 5,285 Objekten. ","https://digitalbenin.org",,,,"x","x",,,,,,
"UNU1B6","NS-Quellen. Materialien zum Nationalsozialismus
Vermögensentzug, Rückstellung und Entschädigung in Österreich","Die Plattform „NS-Quellen.at“ widmet sich dem Thema Vermögensentzug in Österreich zwischen 1938 und 1945 sowie den Themen Rückstellung und Entschädigung nach 1945. Sie versteht sich als „Wegweiser“ und stellt Informationen über Aktenbestände, Grundbücher und Recherche-Hilfsmittel bereit sowie gibt einen Überblick über die gesetzlichen Grundlagen sowohl des NS-Vermögensentzugs wie auch der Rückstellung und Entschädigung durch die Republik Österreich nach 1945.","http://www.ns-quellen.at/",,,,"x",,"x",,,,,
"J603A1","Gephi","Gephi ist eine Visualisierungs- und Forschungssoftware für alle Arten von Graphen und Netzwerken. Gephi ist Open Source, kostenlos und läuft auf Windows, Mac OS X und Linux.","https://gephi.org",,"x",,,"x","x","x","x","x","x","x"
"SENDYJ","Network Workbench","Network Workbench ist ein Toolkit für die Analyse, Modellierung und Visualisierung groß angelegter Netzwerke für die biomedizinische, sozialwissenschaftliche und physikalische Forschung.","http://nwb.cns.iu.edu/about.html",,"x",,,"x","x","x","x","x","x","x"
"DOF1Y0","nodegoat","nodegoat ist eine webbasierte Forschungsumgebung für die Geisteswissenschaften. Es kann sowohl als ein Werkzeug zur Datenverwaltung sowie zur Analyse und Visualisierungbenutzt werden.","https://nodegoat.net",,"x",,,"x","x","x","x","x","x","x"
"J9KMGB","Culture Knowledge Graph ","Der Culture Knowledge Graph wurde im Konsortium NFDI4Culture entwickelt. Er soll eine Verbindung zwischen allen erzeugten Forschungsdaten aus den Fachgebieten von NFDI4Culture herstellen. Mithilfe des Graphen sollen die Auffindbarkeit, Zugänglichkeit, Interoperabilität und Wiederverwendbarkeit (siehe FAIR-Prinzipien) von Daten aus dem Kulturerbe verbessert werden.","https://nfdi4culture.de/de/dienste/details/culture-knowledge-graph.html",,"x",,,"x","x","x","x","x","x","x"
"SB8D7Q","Holocaust Claims Processing Office (HCPO)","Das 1997 gegründete HCPO setzt sich für Opfer des Holocaust und deren Erben ein. Es strebt die gerechte Rückgabe von Vermögenswerten (z.B. Kunstwerke) an die ursprünglichen Eigentümer:innen an und  fungiert somit als Brücke zwischen den Anspruchsteller:innen und den verschiedenen internationalen Entschädigungsorganisationen sowie den aktuellen Inhaber:innen von Vermögenswerten. ","https://www.dfs.ny.gov/consumers/holocaust_claims","x",,,"x",,"x",,,,,
"SRMUIR","Ancestry","Ancestry ist eine kostenpflichtige Datenbank zur Ahnenforschung. Es umfasst eine große Sammlung familiengeschichtlicher Aufzeichnungen aus internationalen und deutschen Archiven.","https://www.ancestry.de ",,"x",,"x","x","x","x","x","x","x","x"
"V44ZEZ","Bundesarchiv. Quellen zu Entzug und Verlagerung von Kulturgut","Das Bundesarchiv verfügt über eine Vielzahl von Archivalien, die für die Erforschung von Vorgängen unrechtmäßigen Kulturgutentzugs, die Bestimmung der Herkunft von Kulturgütern sowie den Nachvollzug erfolgter Restitutionen, Wiedergutmachungen und Entschädigungen von zentraler Bedeutung sind. Archivgut des Bundes bildet dabei sämtliche zentralstaatlichen deutschen Aktivitäten vom Kaiserreich bis zur Bundesrepublik Deutschland ab. Es gibt Auskunft zu Strukturen, Institutionen, Aktionen und Personen sowohl auf Seiten der Exekutierenden als auch der Geschädigten. Auf dieser Seite sind Recherchehinweise zu Quellen des Bundesarchivs im Zusammenhang mit Kulturgutverlagerungen im kolonialen Kontext, NS-Kontext sowie SBZ-/DDR-Kontext zusammengefasst.","https://www.bundesarchiv.de/im-archiv-recherchieren/archivgut-recherchieren/nach-themen/quellen-zu-kulturgutentzug-kulturgutverlagerungen/",,"x",,"x","x","x","x","x",,,
